"Id","SalePrice"
1461,111355.175841888
1462,145315.224646054
1463,174651.176450038
1464,191850.904494456
1465,201028.777578418
1466,175316.405769967
1467,185252.806385351
1468,167052.493094123
1469,197016.398863813
1470,119560.288131878
1471,186588.014606699
1472,100494.921983893
1473,95680.4878406416
1474,144092.578464219
1475,122728.673409662
1476,326835.993967953
1477,242042.920701621
1478,288378.750041345
1479,283076.219578057
1480,450123.393446312
1481,337084.720941141
1482,227194.506007614
1483,166311.337929988
1484,169892.037759811
1485,198398.023475905
1486,198143.412445749
1487,311125.975603479
1488,243646.004910563
1489,185349.570929182
1490,213596.754290933
1491,192682.974030097
1492,96466.1484716345
1493,195729.279039366
1494,283055.890301283
1495,286011.183748523
1496,225901.933523543
1497,182761.966879552
1498,174303.680643552
1499,167415.098730804
1500,157836.786996547
1501,173362.528036097
1502,165465.586728827
1503,247800.318405337
1504,256866.379290351
1505,228370.541963063
1506,188045.938306671
1507,248681.859475367
1508,209105.366988033
1509,154949.942448159
1510,137348.262466295
1511,143164.032542094
1512,157959.930474866
1513,143673.814694519
1514,149708.034190204
1515,184017.927560105
1516,151259.240817852
1517,169614.239064587
1518,127190.448914475
1519,207024.71391794
1520,127083.370570103
1521,120306.160347302
1522,164629.779831982
1523,108003.206118062
1524,121624.591931648
1525,116069.023711362
1526,110069.578788763
1527,117858.748056097
1528,146326.942791593
1529,145123.56576281
1530,178727.760064327
1531,118985.451355059
1532,97583.2872234942
1533,138091.207512864
1534,129322.621395087
1535,130506.222215757
1536,101164.592945242
1537,74588.0662917163
1538,158765.894444825
1539,199885.993680357
1540,98886.7713672261
1541,133182.263977926
1542,131335.029065315
1543,187842.190867895
1544,91343.2315200803
1545,121537.386533074
1546,142346.077310203
1547,115034.561371418
1548,129539.145560603
1549,125879.788351257
1550,129813.340805962
1551,107207.86895387
1552,133003.140178824
1553,130391.123969225
1554,125446.421884938
1555,155465.90555137
1556,102947.811700003
1557,91541.4473973325
1558,110010.697706107
1559,84147.29490462
1560,126082.052558845
1561,125722.23947353
1562,141648.208269788
1563,124076.120850708
1564,156158.797064461
1565,140262.58713293
1566,243155.445264873
1567,81307.6707011299
1568,246311.28820765
1569,126034.880842798
1570,151159.827189969
1571,119401.412583217
1572,140339.646205176
1573,202371.655019551
1574,118872.719089262
1575,200029.500512317
1576,239054.342282596
1577,183630.87930804
1578,151853.535441408
1579,141657.52764871
1580,200237.495433229
1581,160912.389957457
1582,128426.848923171
1583,281135.334382826
1584,225252.18500217
1585,140434.459676398
1586,73084.0754476693
1587,107206.693678844
1588,140542.226102829
1589,99805.2028550922
1590,138576.538859522
1591,89100.0038556933
1592,125984.44203692
1593,127740.734978288
1594,116680.284338489
1595,107912.129091586
1596,228219.657563014
1597,196105.919985021
1598,233070.453891832
1599,176755.382520371
1600,170191.200315264
1601,62112.1516801864
1602,104548.188129886
1603,89961.8540693889
1604,251927.208765256
1605,246967.659532596
1606,163783.692545109
1607,181977.942102579
1608,220122.095468798
1609,171304.175821536
1610,151088.055185057
1611,141640.254061525
1612,169819.260348465
1613,167808.784626801
1614,118681.462133203
1615,85618.4565553725
1616,78092.6723177449
1617,90175.8726550318
1618,130680.726428432
1619,139073.445773912
1620,181708.896474293
1621,135951.153782006
1622,142461.775044256
1623,263209.717543859
1624,215267.934365693
1625,118825.01407668
1626,171284.704048105
1627,188954.786311108
1628,276228.299173195
1629,190101.946815406
1630,340880.369843241
1631,243640.37863872
1632,245658.72793225
1633,186086.791642529
1634,192359.593235161
1635,182923.240956562
1636,159334.278477806
1637,188606.001635308
1638,190925.076370728
1639,181332.85284992
1640,250145.803010519
1641,183120.579279034
1642,241457.12563551
1643,223770.527889904
1644,243021.306350219
1645,177040.349061319
1646,171419.688756045
1647,160859.692977934
1648,123286.3597953
1649,145296.79833141
1650,120102.132920106
1651,128262.7987322
1652,104918.337531465
1653,107535.06745263
1654,156100.57300349
1655,146562.365272842
1656,141141.624423084
1657,156326.268264582
1658,154036.293528523
1659,129612.822690047
1660,161333.490157182
1661,405255.983547324
1662,378833.97071146
1663,368196.807301001
1664,472245.430472945
1665,300753.595423028
1666,335324.505085598
1667,367365.316044596
1668,339952.505451855
1669,313948.570233033
1670,337295.311631198
1671,266083.199115868
1672,407298.963258627
1673,316135.674318415
1674,258765.960484204
1675,200012.062071961
1676,200992.808807231
1677,221421.510410201
1678,456939.731129673
1679,360449.617963207
1680,304597.31449271
1681,246016.052460775
1682,312787.772179365
1683,200721.057420104
1684,176781.951687586
1685,179475.687228026
1686,181192.380284157
1687,180671.214469254
1688,195097.133437557
1689,198601.612465573
1690,202865.63924265
1691,197306.854160188
1692,264774.263562188
1693,172225.172691519
1694,189174.353842983
1695,178510.93093602
1696,252264.346570218
1697,181132.431722376
1698,336451.878321206
1699,300257.126333758
1700,259843.179074018
1701,279528.385187818
1702,242336.406658687
1703,243735.461635942
1704,289531.327175315
1705,260812.074980149
1706,373864.866730373
1707,197234.669793277
1708,198444.731368974
1709,274640.389593155
1710,232886.811535213
1711,280812.179218742
1712,241196.570369865
1713,243387.38263249
1714,215657.235946507
1715,216350.078911488
1716,175478.745703751
1717,181299.187531659
1718,131836.691187463
1719,202543.873849759
1720,229821.388593883
1721,159033.684279711
1722,116584.728436662
1723,152391.79509992
1724,187817.513971678
1725,241040.162285166
1726,182817.606004916
1727,148756.326729195
1728,180216.922083703
1729,162877.272167157
1730,148161.718960006
1731,122317.937025858
1732,128889.275620651
1733,112311.265233426
1734,121327.598890114
1735,135020.61248156
1736,110902.72507236
1737,287621.349119553
1738,255330.780111469
1739,236720.080470239
1740,194217.603318866
1741,184359.99561007
1742,173356.249555083
1743,191074.601350314
1744,316706.819598838
1745,208389.91604774
1746,227207.304206165
1747,210878.493352306
1748,218177.046304103
1749,148297.935757395
1750,131526.165563088
1751,245687.204047817
1752,121174.053440274
1753,136341.94422375
1754,202020.029695491
1755,163852.180693283
1756,126346.621943789
1757,123525.732543925
1758,137851.834209238
1759,159452.712275609
1760,160393.23703901
1761,141312.779044435
1762,178698.894413763
1763,178439.616063111
1764,118533.868368947
1765,131139.184898148
1766,180254.080503726
1767,202138.28526431
1768,134416.875501713
1769,165991.222991245
1770,159709.147271327
1771,130436.486659065
1772,132153.484123304
1773,121391.434167183
1774,146884.075596469
1775,145344.165644732
1776,119488.633134908
1777,114489.839261014
1778,140340.982741458
1779,112774.888461706
1780,180086.430527357
1781,122719.734580457
1782,88921.9110220431
1783,145536.812401302
1784,100560.779180114
1785,109218.914391799
1786,136909.860419071
1787,180665.762996371
1788,63833.2043818302
1789,105019.322221829
1790,88120.7670524376
1791,195641.534557596
1792,143025.657684501
1793,137861.459608212
1794,161659.532249389
1795,134784.587546337
1796,140956.054510605
1797,130232.420672885
1798,129484.622752277
1799,118081.52155218
1800,139833.989380098
1801,127523.835766905
1802,145422.848337606
1803,145312.776487306
1804,141367.504268205
1805,142520.266115361
1806,128392.31156731
1807,138877.708621574
1808,124626.888401583
1809,117515.326213982
1810,118585.816504529
1811,85304.4559295911
1812,91620.8944477061
1813,116867.614048375
1814,84489.1371321254
1815,59799.7052956397
1816,96951.808930571
1817,100110.191400913
1818,133413.889498707
1819,125745.241570094
1820,72661.6088215023
1821,117070.633007948
1822,146879.142298251
1823,61413.1338802387
1824,135966.18333886
1825,142240.896570436
1826,104290.431259075
1827,110031.121244099
1828,128678.444608569
1829,122913.05308385
1830,143724.720438875
1831,138580.872983772
1832,84263.2845243273
1833,130885.341635763
1834,117694.787111175
1835,121380.475332754
1836,115614.16389555
1837,81209.2463657145
1838,114219.669693758
1839,115287.569375545
1840,142603.367147093
1841,137719.680772144
1842,107849.965457562
1843,140715.072923595
1844,153322.718597836
1845,146707.823202141
1846,147286.370732644
1847,171543.210853236
1848,53739.9361525484
1849,93693.9153951237
1850,115398.544327844
1851,148749.570230724
1852,125949.648516327
1853,123817.197347981
1854,153083.382223019
1855,147129.849849434
1856,226837.42298493
1857,138238.18359973
1858,131763.291855101
1859,112614.123141349
1860,146217.154546223
1861,112272.355709758
1862,367984.984191103
1863,343951.327529562
1864,343967.635402504
1865,304923.167203405
1866,303280.434634744
1867,231669.985413318
1868,272163.337471564
1869,214435.19709719
1870,225312.031594608
1871,257025.831320979
1872,178864.862797287
1873,240430.947626165
1874,147553.408426105
1875,193782.292734561
1876,203980.782240068
1877,202836.601363885
1878,205659.450921411
1879,124536.345597507
1880,130182.457545454
1881,249233.47503912
1882,251424.879921697
1883,187897.449982015
1884,200863.518961035
1885,231817.497360341
1886,272927.057491422
1887,211806.954234728
1888,254562.663499036
1889,173147.757035903
1890,119885.881517558
1891,128766.813154225
1892,95924.0932102008
1893,115885.633604524
1894,116950.540413075
1895,128660.672308294
1896,121495.450193304
1897,114029.759749552
1898,116271.664232983
1899,163154.662190828
1900,168623.06081104
1901,159478.755381215
1902,138827.587207783
1903,219749.545754587
1904,150115.817196939
1905,193491.59321593
1906,135726.003008593
1907,202496.838605593
1908,112815.394183995
1909,148459.628163747
1910,125602.875168487
1911,227425.568358707
1912,331656.594968046
1913,145527.635294988
1914,73597.6730214277
1915,262171.521184548
1916,59909.4786438137
1917,246629.033881683
1918,149615.537211252
1919,176734.297793933
1920,164567.418194416
1921,320688.055648537
1922,285233.530931968
1923,240880.48998757
1924,236493.209132841
1925,202986.706956136
1926,335420.567466313
1927,129010.496107452
1928,157366.39709287
1929,132100.453282987
1930,144787.807034374
1931,145638.163582749
1932,132404.819913532
1933,179947.925013344
1934,178685.78892632
1935,177010.411961451
1936,188255.179905217
1937,179217.878216906
1938,160091.074915216
1939,254371.003847609
1940,199142.126378819
1941,175977.485122261
1942,183701.125039343
1943,233688.714931855
1944,378166.694236253
1945,360448.545576687
1946,133051.091291387
1947,293222.248190062
1948,176145.865006994
1949,222499.513110428
1950,192763.738619105
1951,236260.598522049
1952,214556.88894378
1953,173009.101317236
1954,195394.942523048
1955,132011.532779148
1956,313065.017345609
1957,152505.461357622
1958,288552.77338631
1959,154076.40858554
1960,113731.566816608
1961,128097.838679581
1962,101135.227139016
1963,108053.334279774
1964,105090.195953591
1965,153643.818499271
1966,135649.54104126
1967,286664.699463455
1968,392199.051784704
1969,354943.715175339
1970,426802.143024923
1971,458764.992905329
1972,387012.676820616
1973,302039.947305115
1974,338223.402136769
1975,389357.339994412
1976,283829.452442883
1977,362140.652426934
1978,358260.519790416
1979,303187.979383286
1980,209509.90664569
1981,311334.861243953
1982,238182.518964981
1983,224172.584305989
1984,179584.194451997
1985,214143.432852341
1986,201022.745396993
1987,185261.628635944
1988,174364.562466784
1989,197268.489485111
1990,212321.193537291
1991,225429.804356536
1992,219563.181539488
1993,174771.702500398
1994,228078.094283033
1995,193273.086860781
1996,252802.963098023
1997,302575.644970864
1998,306175.862112232
1999,267973.731039382
2000,315584.519155441
2001,286283.394536036
2002,231748.144769629
2003,279202.772053726
2004,301386.05925073
2005,232729.989692966
2006,214614.167376302
2007,248330.893725816
2008,201256.145695986
2009,196712.771766011
2010,196704.443851747
2011,137064.263528821
2012,175387.587190662
2013,176685.953434526
2014,181707.127627622
2015,201831.849737128
2016,192595.950288787
2017,197077.395515106
2018,126752.725313529
2019,141386.524427488
2020,107041.947088219
2021,112349.028492126
2022,182954.451539242
2023,138264.405306649
2024,262378.390825365
2025,370358.792419846
2026,175167.839688374
2027,165730.198270112
2028,164163.410604321
2029,165948.273665341
2030,263159.5604717
2031,239961.697253862
2032,249670.413627395
2033,250203.562661159
2034,176805.144527094
2035,230040.390364276
2036,198631.081950977
2037,199757.45187543
2038,345357.523714356
2039,232711.507150186
2040,315020.985824335
2041,307167.549904867
2042,213054.260946542
2043,166710.713287045
2044,160735.716559487
2045,202949.156883695
2046,139059.189580372
2047,128827.798191
2048,147985.789897022
2049,143353.186566987
2050,171187.318684653
2051,96844.390059584
2052,125123.272097936
2053,145078.301111078
2054,97956.5153504927
2055,143795.7890664
2056,158603.079101919
2057,112921.097008287
2058,203378.645380497
2059,128504.393352525
2060,162502.783547414
2061,162414.258505384
2062,128341.04259325
2063,122660.576534469
2064,131944.779009441
2065,118437.576467458
2066,168405.79093258
2067,117646.668809951
2068,138427.502718485
2069,83838.9627564494
2070,116344.532522306
2071,104725.759375637
2072,142960.547387219
2073,128229.168468758
2074,184389.478220225
2075,152900.795207524
2076,121483.836974542
2077,153386.889908787
2078,127585.078813824
2079,141585.675438113
2080,121118.98202445
2081,123241.732818503
2082,128443.654115606
2083,146570.900142722
2084,116053.227999689
2085,110873.179171282
2086,125222.537523849
2087,113518.722955615
2088,105534.536529064
2089,85899.3350125504
2090,125576.240515739
2091,94658.4823511588
2092,112006.081512607
2093,108249.947622826
2094,112891.477879833
2095,135910.651763386
2096,92707.1407833019
2097,97933.4467003671
2098,138531.078967184
2099,67470.4502710961
2100,72202.974042045
2101,111625.659680128
2102,125824.082262441
2103,111372.271131398
2104,130222.763547899
2105,115251.369040366
2106,59171.2417359999
2107,188860.986487114
2108,110389.26958277
2109,104392.281820116
2110,126543.757239295
2111,140695.092412335
2112,130931.762063261
2113,116611.375670649
2114,128772.590840991
2115,159711.631179851
2116,121918.027258
2117,159146.157860135
2118,132796.310661125
